6657 395902 234324 1233 1077
1122 84468 476390 519 1325
7589 413911 159133 1228 649
6933 402309 220921 1192 1170
6346 380456 257768 1189 1261
3606 245237 396549 1044 1457
7265 414108 199520 1208 1080
8171 434015 128827 1196 651
2743 191498 444447 921 1739
2373 168669 458618 873 1752
3318 227459 422908 1043 1727
5191 324609 332758 1158 1622
8225 425022 129771 1218 729
6234 376701 269644 1397 1486
3955 266609 387452 1240 1688
2582 185390 443533 1018 1738
2075 152234 461077 913 1752
6870 372695 202038 1340 909
4964 316728 333647 1136 1337
1170 87391 483710 514 1428
5201 329187 322406 1154 1326
8150 439418 137737 1204 809
8300 435965 119284 1191 584
1532 113328 477593 647 1590
6288 373486 262151 1142 1328
7667 423845 174610 1164 1077
1420 104912 480377 611 1591
8644 447335 100400 1165 599
5518 333841 311765 908 1465
3534 233298 409622 778 1568
3796 248973 399097 827 1564
2884 196801 438125 742 1588
5724 289211 246535 710 845
7451 405522 189461 844 1120
8117 424664 142003 847 888
3796 248470 397909 751 1549
2104 146953 465592 591 1585
9103 449432 68171 852 451
7624 431158 175861 1340 1020
5232 335442 319345 1265 1454
2582 185850 434753 963 1565
1728 128790 463093 778 1576
9208 473996 60299 1347 404
1893 139335 456487 811 1415
7423 422396 186548 1300 1012
6360 382349 252801 1280 1183
2476 178730 437582 926 1408
8601 454147 100499 1310 533
2171 158603 452518 895 1442
6346 380733 257148 1264 1229
4671 305708 349623 1196 1388
1400 104765 475780 647 1454
5926 315283 233698 1049 776
8429 431302 122909 1089 911
5545 335051 315058 1048 1690
8579 435086 111693 1091 835
6604 377033 251140 1073 1538
6733 347654 208861 1013 903
7632 409400 178427 1054 1136
1326 96292 495919 513 1723
1266 92342 497969 495 1728
1532 111438 490465 586 1728
5740 287564 245791 820 887
1189 89420 478692 518 1432
1507 112093 469565 650 1427
7998 439696 148068 1203 848
8659 459006 101278 1205 651
8908 463892 81264 1206 486
2819 205842 414259 1136 1223
8643 474940 100957 1507 576
3534 248760 385677 1245 1208
1266 96962 460679 658 1235
9284 491070 52987 1509 318
1358 100365 479645 588 1542
4610 298406 352486 1095 1449
6611 389344 243324 1183 1282
6737 393662 235042 1180 1259
8300 434874 119954 1183 639
4770 300643 353956 970 1625
2201 154506 464719 712 1723
7632 411402 178515 1032 1132
3318 224796 423309 891 1698
9024 447513 75426 1039 499
5556 355142 295470 1416 1177
4802 319110 334838 1378 1231
1290 97431 464359 631 1305
6783 407209 224837 1456 1035
6485 359940 207368 1316 684
6419 372523 258673 1078 1428
1290 93614 492664 509 1744
8659 441904 104054 1097 732
3606 240560 408010 958 1688
7081 371249 191199 1038 854
6349 371299 262903 1095 1427
3318 226126 420830 952 1648
3955 259669 390673 992 1615
3920 259455 393959 994 1631
9281 457694 56098 1117 403
3318 234272 406956 1177 1495
7074 413455 210539 1391 1178
2601 188322 432706 1024 1505
2284 168516 444600 963 1512
6426 352501 214385 1255 811
3534 240279 407283 1063 1667
1517 111542 480246 635 1702
3142 217747 423951 1032 1682
8838 454485 91089 1286 654
6773 363253 206357 1185 896
5665 347375 300864 1037 1428
3955 261403 385892 955 1540
6907 395265 224554 1064 1247
4949 314998 340087 1020 1505
9142 459891 65680 1077 436
6838 428027 217741 1813 941
8131 474429 134843 1827 721
4964 339517 316631 1704 1090
4275 300232 346246 1614 1108
8770 490354 86868 1838 426
7037 407240 213413 1230 1089
2476 177538 439811 886 1407
6783 396651 228224 1218 1112
3318 230937 409010 1054 1387
8677 454016 96189 1243 516
5558 335540 312910 1024 1624
2831 195686 445756 832 1799
5178 318247 333617 1007 1658
7202 396210 209180 1047 1309
7775 402604 158274 1038 859
2743 195336 423486 959 1249
2271 165475 440825 898 1253
4949 322536 330086 1210 1194
6928 407813 217463 1271 989
7081 388331 182681 1217 629
1517 113424 464346 713 1365
5840 365162 283784 1372 1208
3796 261386 384408 1224 1331
6346 386830 254852 1390 1164
7008 387862 189684 1354 704
6346 376716 257165 1072 1219
1222 90778 483627 502 1440
1380 101946 478995 562 1442
4966 315865 334314 1030 1346
8715 451318 94867 1094 545
8117 443690 139087 1217 788
6157 375137 266534 1184 1197
7998 440140 147437 1221 819
2831 201102 425099 942 1353
5939 316731 229928 1009 699
4610 298728 350356 1113 1316
8150 439922 137550 1216 807
6838 397510 226338 1208 1122
1728 126851 466679 729 1402
6224 331047 221275 1036 717
1808 130259 477116 659 1690
2476 173970 454027 779 1689
5558 337783 309640 1039 1528
1736 125467 479524 660 1691
7024 369929 195186 1035 847
6394 382063 258274 1303 1396
8643 453488 104799 1330 738
2271 165295 453806 932 1671
7081 406732 214243 1302 1264
8908 457895 82706 1333 543
1728 121987 497120 559 2045
1736 122646 496979 568 2046
5729 333894 308927 872 1797
7096 382582 220915 897 1472
8601 418459 106292 905 726
1808 130129 477747 658 1720
5665 342778 304696 1027 1539
5729 344706 300224 1023 1531
5637 342054 306772 1031 1545
7168 376196 187814 1026 875
4066 278940 370052 1287 1311
5545 355060 298272 1402 1222
6394 392586 250898 1429 1146
1326 100554 465666 675 1352
5950 325836 228548 1211 711
6332 370920 266303 1167 1567
1358 99949 492732 581 1912
6928 393348 229131 1185 1451
4671 299749 361232 1122 1796
7369 387199 178882 1143 907
8319 420766 130772 829 914
2283 157376 470982 606 1842
6907 378874 230080 823 1407
2457 168103 464309 611 1837
6116 307238 237544 715 917
3481 237349 406786 946 1399
7037 400713 214550 1073 1099
8838 455733 89470 1084 595
7998 431192 148929 1081 852
6888 369296 198033 1037 737
5917 364014 284271 1283 1427
7073 409120 213777 1311 1257
1781 131073 464930 759 1642
7037 407768 216025 1315 1241
8225 437659 127116 1323 672
2963 209375 428064 1099 1569
7081 406747 213636 1342 1202
3168 221549 419738 1108 1572
3214 224526 418115 1114 1567
9175 465341 62830 1366 420
3318 228591 415373 1007 1571
1820 132718 469300 726 1600
2171 157005 458487 822 1593
6419 378158 254840 1162 1324
7488 400663 170445 1152 790
4275 276406 371676 939 1552
3731 248669 398339 920 1567
7442 410486 189056 1044 1125
8773 448861 94331 1051 642
5675 290943 246213 816 863
7081 398941 214213 1129 1217
7096 399065 212837 1136 1200
6461 375754 253026 1124 1303
2104 150134 463106 756 1596
9213 458800 60872 1153 418
6120 370576 270813 1231 1272
2469 176308 441645 910 1459
6604 390657 242494 1247 1225
1170 87800 483037 534 1475
8601 448809 100946 1265 542
7073 392834 215982 996 1238
3318 223515 422163 864 1598
2582 178479 450727 762 1623
1937 137958 474706 633 1632
5686 284635 246483 761 838
4988 330065 325382 1425 1153
4066 279599 367116 1332 1188
6933 414418 215235 1496 971
8225 458978 130595 1520 702
9285 487574 53191 1527 318
6347 385653 255014 1364 1236
2681 193818 429779 1053 1443
7423 425479 187240 1392 1034
2573 187763 434524 1039 1448
8694 459814 94475 1397 515
3964 258561 395798 915 1735
5545 334407 313544 977 1602
7745 412587 171724 1015 1138
2819 194872 446609 806 1792
6870 359503 206140 964 943
3534 243028 392462 1048 1272
6099 374240 267174 1229 1135
1380 103866 468700 611 1305
5637 355024 294158 1205 1190
7213 397809 179343 1204 677
1380 104191 475212 659 1486
7451 422771 186692 1336 1049
7096 410244 209665 1333 1107
1358 101420 474641 643 1473
5862 312837 235658 1076 779
4610 293364 357165 932 1535
5518 338007 311008 987 1492
2075 147741 465042 687 1636
4636 295391 356592 940 1556
7213 382429 185930 975 838
1400 109039 451403 787 1309
8128 467433 136997 1710 786
7096 431239 204003 1691 996
2401 180247 422511 1148 1296
6426 366993 206757 1520 711
6838 376376 238675 950 1564
1358 97331 507630 495 2035
5343 320372 332171 923 1843
3937 252563 404962 833 1971
9208 437544 62843 958 467
2201 152149 483155 665 2170
2884 194987 457693 758 2158
5019 304120 353326 911 2004
6332 356338 274244 942 1758
7488 377843 180149 941 1059
3796 256642 394001 1076 1568
5637 349331 302590 1188 1471
6347 376836 259095 1208 1355
7073 405008 214667 1225 1241
8599 446215 103274 1239 613
5232 322931 329225 1072 1622
4275 275094 377088 1005 1691
1290 93687 494181 527 1770
1994 142878 472972 720 1762
8715 439387 97381 1119 635
2963 210802 418593 1061 1391
4966 322809 330300 1230 1334
3937 267384 377775 1141 1382
4802 314687 338578 1234 1334
9036 470977 71468 1318 412
6349 384452 256944 1310 1280
2104 153772 450764 858 1509
4802 314131 341323 1248 1418
2884 205539 424531 1022 1500
8715 459087 94979 1332 578
2831 199809 436157 961 1685
5729 351081 297629 1190 1518
6347 375750 260498 1201 1418
4663 301490 354638 1142 1598
9029 457416 73964 1230 511
5857 372770 275527 1381 1026
3528 247196 382853 1209 1098
8659 476034 98591 1438 544
7563 440296 172453 1424 783
6916 391535 188392 1344 599
5134 320638 331832 1043 1547
8643 444880 105174 1099 735
1170 86524 494118 467 1696
3731 249021 400515 959 1635
8225 426709 128803 1102 718
6907 383266 226497 853 1277
1507 108135 491366 488 1656
6657 374560 242791 852 1328
3142 209692 429423 724 1627
5686 285839 251170 665 912
2819 202431 425822 1050 1453
2831 203033 425224 1047 1457
7081 413197 210388 1353 1120
5637 355711 297302 1319 1327
8841 464836 86027 1375 508
1921 138662 458920 721 1458
6461 382539 248797 1147 1192
8225 443426 133284 1171 819
8692 456769 99927 1174 645
6917 371938 192596 1107 725
5201 327158 327508 1147 1528
1847 134456 470206 730 1663
5134 323072 330122 1137 1522
2605 185108 445058 904 1648
7024 375426 193476 1134 832
5917 356110 288345 1125 1451
4848 307894 347029 1098 1571
6737 388055 238290 1141 1352
2839 198073 438108 919 1666
5965 307686 235121 965 878
8267 449957 129315 1298 757
5816 361341 285799 1255 1223
1820 134844 458902 787 1387
1463 110117 469875 639 1389
9281 476806 54764 1302 366
2469 172998 452380 801 1640
2476 174020 452702 785 1645
6611 381410 246592 1066 1348
5558 338400 308882 1043 1496
7727 404961 158543 1064 779
7563 440594 174954 1636 899
3318 239046 397906 1363 1300
2452 180376 425836 1101 1311
5019 334029 322789 1536 1238
7213 408317 177677 1575 680
6461 380411 250222 1171 1239
8166 439409 138720 1190 895
5518 343221 307332 1149 1392
6346 377304 258615 1165 1295
5637 293814 246025 898 805
2457 176846 441613 934 1501
8429 451039 118606 1328 740
8659 457559 102126 1334 672
3796 258680 389547 1152 1463
9257 471914 56681 1338 365
6783 373982 237231 898 1383
2884 194503 447652 719 1776
3168 211014 435763 756 1774
2452 166665 463014 636 1788
7168 366145 190894 876 909
1808 127478 479107 521 1562
3514 232332 413361 717 1537
6099 353911 276440 803 1358
4671 291624 356953 768 1482
8644 432982 101011 816 597
6657 396371 235432 1255 1138
5178 331777 318738 1215 1286
8078 446071 143032 1279 850
1893 139023 454484 790 1393
8599 456327 101188 1280 551
5545 349272 303985 1321 1420
2373 172456 444369 973 1560
8131 444343 140456 1373 909
2573 186812 438725 1031 1565
9208 472002 60415 1385 398
1532 111788 482817 574 1595
4636 295497 356126 958 1509
2743 189966 439895 784 1573
3528 235722 407151 893 1543
9085 454077 69806 1040 472
8860 462974 86577 1184 573
6157 373663 267566 1150 1240
2373 170412 442715 863 1410
1807 132346 461249 706 1418
6888 375105 195908 1129 723
2605 184257 443213 849 1573
1532 112794 479050 631 1586
8429 443360 119916 1132 799
6933 396434 222590 1126 1238
8226 429627 126483 1126 677
7074 401226 213192 1117 1199
1189 88453 488919 487 1569
3318 227748 415314 958 1537
1549 112478 476944 610 1566
5862 306872 240038 921 832
2831 206984 416442 1171 1259
8838 479207 87965 1563 538
6347 392596 250454 1518 1083
4610 309967 341525 1415 1185
5686 306528 230486 1127 651
1829 132953 470282 687 1620
6928 396479 223908 1108 1259
3514 239330 408159 972 1598
6438 378637 255066 1096 1356
8482 438794 110823 1115 635
2839 194919 447276 847 1810
1820 130627 484884 663 1825
1847 132006 483563 664 1823
1420 103115 497372 561 1827
7727 397547 161104 1049 850
8429 435061 121324 1124 846
5232 323196 329159 1073 1641
7451 408055 192118 1118 1262
5674 342233 303996 1074 1589
5965 304952 237615 936 922
6783 391531 230720 1123 1215
7998 432323 150012 1134 913
7423 413734 188923 1129 1074
6099 365912 273501 1116 1341
6204 329112 226201 981 819
1549 114136 469604 664 1480
6349 381820 257288 1276 1240
6346 381538 257306 1273 1262
3528 241649 399217 1103 1440
8962 463508 77676 1302 469
1463 109642 474825 641 1559
6234 377637 265720 1251 1340
2452 174825 441108 876 1543
6502 387271 248554 1252 1290
8601 450162 101545 1268 568
5499 342378 311787 1230 1594
1847 135633 470242 781 1766
7074 403486 215395 1273 1328
3142 218290 423399 1033 1735
8280 434149 125458 1274 748
4226 278281 381310 1115 1710
8429 438541 121270 1217 866
6346 373161 264190 1201 1485
8643 444567 105896 1223 764
7589 399264 165993 1195 845
4312 291835 359984 1288 1357
8653 467453 101502 1402 642
6933 411898 217947 1381 1115
3142 222583 407732 1129 1406
8661 462972 96221 1399 514
5201 299769 351296 647 2124
7073 364426 228753 667 1698
1472 101795 526222 388 2372
1758 119969 515796 446 2365
6204 296157 247384 584 1227
1326 97228 488698 517 1687
3731 249431 400401 972 1630
8659 445290 103460 1109 716
7096 399382 213852 1097 1243
6116 318825 231295 945 838
7632 418880 177138 1227 1093
3318 228838 418496 1044 1609
5857 355189 290947 1187 1466
7913 426815 156973 1228 978
6224 326680 225738 1056 845
8513 442760 114344 1146 773
3142 215420 424104 926 1627
3955 261149 388533 1019 1591
4966 314078 340362 1080 1537
8570 439957 105841 1144 624
1266 94842 476453 576 1381
4066 273243 374854 1121 1331
4275 282964 363675 1135 1318
3677 250808 391319 1066 1344
7229 393575 178886 1228 671
7090 392940 216570 1023 1317
8643 437709 106039 1031 763
3289 221259 424989 853 1745
5178 318248 333078 978 1634
6116 313432 234462 868 896
5665 352554 300531 1281 1461
7442 418470 188747 1324 1124
8860 459352 87829 1330 630
2171 158969 456346 914 1621
7589 407599 163176 1297 769
1358 93630 518413 324 1955
7913 392688 161971 584 1139
3606 225352 425335 524 1893
1463 101495 515778 327 1965
8225 395159 133242 587 814
5343 338304 312396 1152 1274
5518 346713 303305 1166 1262
1829 134543 460035 729 1374
7632 427551 172743 1198 938
5792 307896 237088 963 736
3528 235559 410547 920 1622
6409 372597 259485 1055 1411
1266 92664 493852 500 1688
1829 131918 476806 656 1682
6483 340037 219525 978 868
1994 147784 447230 876 1363
4985 327356 327702 1349 1284
1360 102657 465503 678 1365
3481 245650 396396 1220 1341
9257 482534 55680 1419 339
8860 480802 86076 1643 562
7423 436134 185108 1629 997
5191 344519 316693 1545 1304
5343 351301 308275 1555 1296
5675 309063 232837 1232 754
1360 100082 483028 577 1602
3955 262217 385663 1003 1542
3214 221713 419259 944 1575
7667 422993 175239 1127 1080
6890 367747 197693 1056 809
1400 105088 468451 640 1350
3168 222737 409300 1058 1324
1463 109997 467060 653 1350
2022 148403 449566 836 1347
9103 473649 66712 1287 380
1222 92768 479845 587 1547
2104 153429 452306 844 1531
7090 410398 210675 1292 1149
2819 201781 429158 1006 1528
6856 374051 197728 1198 760
1122 82639 502759 486 1877
1400 103074 495394 584 1881
1605 116028 487848 628 1871
7196 398338 211058 1131 1369
7803 406335 158355 1125 896
6611 405327 236387 1463 1100
7073 422506 207366 1470 1032
8121 458026 138086 1479 802
5674 363127 287887 1419 1193
5686 309741 233301 1103 712
2373 165647 461871 740 1752
2476 172180 458104 720 1761
3677 242175 407999 853 1724
1189 87138 501762 440 1771
8601 430422 103846 995 626
5092 324731 324382 1192 1252
5134 326975 322426 1189 1247
1758 129463 462514 746 1346
8225 445927 132278 1258 763
9352 475502 49153 1263 312
6347 390009 248176 1275 1015
3796 262550 375817 1135 1152
5665 361225 287592 1266 1068
4671 312265 338032 1228 1138
7803 435336 147903 1292 573
2573 186498 441269 1040 1543
8131 441894 140865 1388 900
7745 430336 167907 1389 1015
4275 283483 368054 1250 1487
8482 446559 110430 1388 633
4964 325293 330127 1357 1367
6821 408139 227273 1430 1180
4118 283138 372572 1303 1408
1358 102599 468033 674 1457
5697 303088 234622 1092 774
1472 110040 476718 677 1671
2452 174763 443441 908 1655
2840 201476 431354 1007 1648
4636 302926 353204 1192 1582
9175 466452 62830 1306 425
1728 128068 466064 770 1589
1290 95757 477553 582 1594
1420 106114 474910 667 1596
5558 348477 303473 1275 1436
7369 399660 173556 1275 763
5178 331395 319198 1226 1280
1807 133407 458310 755 1379
6347 382607 253510 1255 1175
8078 445361 143164 1283 844
5965 318250 227353 1059 728
3937 272471 370376 1260 1280
7927 451859 150764 1459 833
7655 443904 170009 1459 913
1326 100934 459939 666 1320
9103 484704 66009 1474 372
4747 318775 335399 1425 1273
5665 365719 290543 1479 1211
7073 424167 208191 1523 1058
2840 207361 414685 1164 1335
8085 449029 131853 1530 619
5343 332552 319566 1103 1480
5134 321793 329707 1088 1487
2884 200914 433828 891 1598
5674 345802 299716 1095 1447
9207 460220 60834 1147 423
5343 327163 320535 923 1445
4636 292895 356967 888 1496
7913 420320 156692 958 960
8117 426178 142150 958 886
6888 362261 201133 919 812
5178 324066 325160 1035 1439
4118 273621 380715 985 1513
4747 303235 347429 1000 1472
5840 354374 289268 1050 1378
5686 294536 244830 817 865
1326 99330 468188 596 1297
7913 441979 152137 1276 815
7037 413063 210821 1265 1009
1189 90068 472626 543 1301
9182 477376 60634 1283 348
3606 248769 394229 1192 1451
8150 446687 137747 1398 832
1758 131041 461301 793 1491
2469 178936 438096 995 1480
5671 299165 238125 1060 799
4226 285139 372305 1289 1536
3677 253116 395182 1200 1568
7655 430860 175126 1403 1099
5545 349511 304777 1349 1457
8599 453059 102925 1415 626
6657 384621 241986 1108 1351
6838 391794 231059 1123 1326
1400 103482 486547 591 1692
3528 237477 407742 973 1635
6888 366633 200898 1076 851
8659 431483 104614 906 743
4985 305684 346215 870 1611
2452 167175 461006 631 1729
2271 157970 469901 656 1731
7081 362815 193746 857 857
2573 176571 467625 697 1966
7081 381343 221597 866 1462
1358 96647 509201 463 1973
8429 418166 123620 878 908
9281 437164 57418 884 455
8692 465929 99283 1379 625
8225 452291 132345 1375 779
2283 166679 440933 929 1355
1605 119588 461642 738 1363
7168 394484 180238 1314 701
6360 381867 255588 1326 1321
4066 275074 378195 1214 1539
5665 355375 298596 1312 1433
1222 92710 480231 590 1605
5965 316237 229458 1110 821
7667 422242 174500 1031 1048
4985 316194 336652 982 1450
3289 224114 414172 858 1514
1781 128288 469146 609 1545
6888 368510 198668 988 789
2457 171504 455571 749 1730
6349 368765 263632 1008 1450
1532 111346 487913 579 1751
7423 404749 192216 1015 1192
8644 436689 102056 1020 660
6737 395470 234451 1240 1228
1400 104691 477372 648 1517
3142 218522 417003 1016 1492
2476 177231 442312 899 1506
5686 295050 239131 921 773
3214 217730 437224 898 2024
4636 291898 369192 1007 1929
3213 218575 438169 939 2030
4985 309381 351775 1044 1906
5686 283114 255408 827 1117
8128 443091 141372 1352 911
1358 101672 476953 644 1578
5674 353540 297221 1286 1410
4747 309637 346018 1237 1491
8770 457076 91157 1356 564
4889 303370 349558 958 1655
1758 125602 484890 635 1773
5637 337561 308949 986 1598
4988 309103 345391 972 1659
5724 286658 249346 775 932
2457 167160 470918 607 2012
8659 422669 106227 816 824
1358 96288 509946 425 2022
1222 87827 515085 399 2034
5686 277446 258304 632 1102
5558 347236 304283 1229 1443
1807 133097 465244 758 1589
4671 305974 351721 1190 1522
6409 383668 255615 1253 1348
5740 298766 237613 974 828
3142 220656 414483 1117 1455
6928 405916 221143 1404 1142
4118 280158 376385 1276 1427
4966 322294 333721 1319 1382
5686 301041 240468 1054 794
8429 461137 117251 1408 714
7208 422849 201063 1399 1021
7073 417825 209539 1392 1090
6657 401432 234746 1384 1156
5926 322372 228786 1136 763
1517 110068 472354 554 1371
7423 415094 186780 1035 991
7265 410589 198075 1035 1019
6933 398580 219266 1036 1084
8413 441395 114081 1039 582
5178 325947 327846 1203 1502
7090 402926 213625 1251 1214
5019 318448 336247 1179 1521
4118 275311 383210 1150 1576
6733 357554 203953 1168 799
1921 135682 472097 632 1641
1122 81960 498275 444 1662
2401 167881 456296 736 1644
7632 411905 177220 1004 1086
7803 407685 155900 993 795
3796 265609 377867 1316 1291
4966 329969 325227 1420 1259
7667 445025 170183 1517 930
7202 427165 198823 1506 994
5939 326086 224044 1255 681
6347 375573 258628 1169 1302
3514 240546 406901 1031 1524
3481 239195 408850 1036 1519
4671 302669 353324 1115 1489
6204 329108 226463 1028 825
3713 238040 415167 722 1862
2075 143207 484134 565 1912
8659 423078 105605 814 786
2469 167266 468793 612 1902
8171 403375 134702 803 804
6502 374841 252283 1073 1388
3964 259965 391207 973 1593
4636 294405 358447 1000 1570
1290 93392 492034 501 1653
6184 321311 230553 932 887
2573 187957 426173 1011 1162
6438 393257 244973 1335 1000
3481 245114 392530 1178 1151
4275 287433 355449 1213 1132
9029 478229 70845 1363 391
8838 475876 88515 1534 573
5178 338069 316708 1455 1277
5499 353427 299966 1462 1250
2022 151013 445252 972 1376
6773 378929 198068 1403 741
7022 406411 215391 1298 1181
6347 380445 256925 1276 1285
5499 344914 306194 1247 1400
3576 244960 398540 1110 1490
6184 332139 224919 1113 832
7913 432286 156362 1231 993
1326 98617 481393 586 1646
3713 252043 396119 1075 1600
2201 158353 453629 835 1634
8225 434763 127639 1229 688
8653 444316 104511 1186 752
1360 99869 489364 592 1742
1728 125907 478602 702 1739
4802 305984 351279 1112 1628
5675 289900 247895 913 923
1847 132874 479595 693 1812
5518 336266 315887 1083 1647
7423 404412 193533 1105 1232
2201 155408 466729 766 1800
6733 349634 207755 1030 884
1728 126783 473118 749 1638
7202 407007 205942 1247 1207
6394 378806 258541 1237 1386
6349 376794 261029 1243 1380
9085 459233 69868 1263 491
1605 120098 461716 766 1423
6928 410400 219718 1428 1124
1290 96883 470001 624 1421
8659 464889 101107 1446 632
9036 473455 71973 1448 423
1517 110995 485670 636 1844
3731 250616 403891 1080 1785
3514 239950 414925 1091 1819
6928 394454 228029 1244 1403
7008 372611 198186 1194 945
4964 317498 333815 1128 1404
6907 400098 222115 1184 1167
3289 226638 410455 991 1466
3937 263694 382711 1038 1455
5724 298971 239288 906 794
6347 377879 255761 1110 1211
3318 229372 410154 971 1419
2831 199754 429236 879 1433
2819 198970 429652 885 1429
7087 383998 187880 1077 738
6783 398378 227528 1245 1129
8643 459757 102907 1264 641
5917 364740 280490 1228 1249
1807 133400 460150 743 1438
5939 316648 230198 1032 740
3289 232193 394205 1084 1117
3964 272486 366998 1161 1098
7265 428058 192470 1299 849
3481 245979 388791 1130 1117
9036 482640 69952 1309 341
8643 452404 103960 1245 692
4275 280584 368940 1121 1498
5917 360193 284349 1204 1346
1222 91705 485361 568 1565
6733 359589 202145 1154 765
8150 454564 136318 1504 785
5178 337930 316884 1431 1265
7208 424739 200693 1487 1022
7196 424310 201464 1486 1050
5675 306067 235321 1130 742
4747 310561 342549 1223 1407
1736 128993 462081 788 1493
2840 202616 425304 1028 1479
7074 411189 210477 1325 1135
7792 423739 151227 1311 703
3576 247663 387588 1130 1173
7745 439828 162853 1322 812
2271 166301 436726 909 1199
8773 470878 91103 1330 523
8300 448972 116497 1314 501
1820 133141 469040 743 1599
1532 113375 478074 658 1603
8128 436966 142065 1205 933
5178 325983 326082 1148 1472
6916 372399 198698 1139 835
2605 177052 465012 619 1940
2681 181108 461468 618 1941
1820 127333 493793 519 1961
2284 157577 477637 569 1948
9029 430182 75742 796 562
8653 449464 103364 1225 708
4066 269897 382497 1084 1539
8150 435400 139600 1223 876
7655 421813 175513 1210 1090
6224 327622 224422 1035 819
1517 113982 458601 715 1221
6928 412949 216468 1403 971
1605 120241 456060 751 1227
3114 221635 406554 1150 1212
6396 356015 212734 1282 621
8319 449124 125680 1213 722
1358 100855 473511 586 1373
2963 208916 421072 984 1354
6907 402415 220171 1195 1098
9257 473362 56118 1213 346
7208 405088 204726 1063 1109
1893 136147 467285 680 1518
7423 410930 189068 1063 1061
5726 347626 295464 1031 1362
7589 401521 163059 1046 738
8659 460239 101208 1211 636
1266 94609 474878 562 1416
8225 448220 132589 1208 785
1290 95383 473252 552 1411
5950 320026 231895 1021 754
5178 303509 346613 749 1973
6461 351685 266489 764 1718
8078 399995 153099 775 1194
7246 377052 213356 772 1497
9285 425107 57511 779 468
6360 367016 260785 999 1425
2528 176827 453796 769 1730
2601 180995 450664 767 1723
6120 359683 277452 990 1480
8085 416884 138153 1004 769
4663 306258 344091 1189 1274
3731 255605 386638 1109 1307
3937 266518 376951 1126 1293
8838 468130 88463 1285 549
6396 350585 215118 1178 669
5178 328966 325771 1286 1523
8692 455747 101152 1353 719
2469 177219 444924 977 1639
5499 344129 308834 1285 1503
8908 458731 82536 1352 530
6347 378504 256949 1155 1304
8579 453288 108533 1176 731
